Season Number,Startup Name,Episode Number,Industry,Company Website,Started in,Number of Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Gross Margin in %,Net Margin,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Offered Equity,Received Offer,deal outcome,equity given (%),Total Deal Debt(in lakhs),Debt Interest,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity,original ask amount in Cr.,valuation requested in Cr.,Total deal amount in Cr.,Deal valuation in Cr.,Deal status,Yearly revenue in Cr.,Monthy sales in Cr.,Revenue Type,Male Presenters,Female Presenters,Transgender Presenters
2,Hornback,37,Vehicles/Electrical Vehicles,https://hornback.bike/,,2,0,Middle,Hyderabad,Telangana,,,No,,yes,funded,No,1,1,Accepted,2.5,0,0,1,yes,No,0,0.5,50,0.5,20,deal made,,,No Data,2,0,0
2,Cremeitalia,38,Food,https://cremeitalia.com/,,1,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,1.5,0,No Offer,0,0,0,0,No,No,0,0.9,60,0,0,no deal,,0.62,Monthly Only,1,0,0
2,Nawgati,38,Services,https://www.nawgati.com/,,3,0,Young,Noida,Uttar Pradesh,,,No,,No,funded,No,2,1,Accepted,3,0,0,2,No,No,0,0.67,33.5,0.67,22.33333333,deal made,,,No Data,3,0,0
2,Swytchd,38,Vehicles/Electrical Vehicles,https://swytchd.com/,,1,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,3,0,No Offer,0,0,0,0,No,No,0,0.5,16.66666667,0,0,no deal,,,No Data,1,0,0
2,Gladful,39,Food,https://gladful.in/,2022,2,0,Middle,Jaipur,Rajasthan,,,Yes,,No,funded,No,2,1,Accepted,3.5,0,0,3,No,No,0,0.5,25,0.5,14.28571429,deal made,,0.24,Monthly Only,1,1,0
2,Pharmallama,39,Medical/Health,https://pharmallama.com/,2022,3,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,1.5,1,Accepted,5,0,0,5,No,No,0,1,66.66666667,2,40,deal made,,0.24,Monthly Only,3,0,0
2,Trunome,41,Medical/Health,https://acrannolife.com/,,2,0,Middle,Chennai,Tamil Nadu,,,No,,yes,funded,No,1,1,Accepted,2,0,0,4,No,No,0,1.5,150,1.5,75,deal made,,,No Data,2,0,0
2,What'Supwellness,41,Food,https://whatsupwellness.in/,,2,0,Middle,Kolkata,West Bengal,,,No,,No,funded,No,3,1,Accepted,4.76,0,0,3,No,No,0,0.5,16.66666667,0.6,12.60504202,deal made,,0.3,Monthly Only,1,1,0
2,Proostbeer,42,Liquor/Beverages,https://www.proost69.com/,2018,2,0,Middle,Delhi,Delhi,,,Yes,,No,funded,No,0.75,0,No Offer,0,0,0,0,No,No,0,1,133.3333333,0,0,no deal,,,No Data,2,0,0
2,Wtf,43,Food,,,1,0,Middle,Kolkata,West Bengal,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.75,15,0,0,no deal,,,No Data,1,0,0
2,Funngro,43,Technology/Software,https://www.funngro.com/,2021,3,1,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,1.25,1,Accepted,4.16,0,0,2,No,No,0,0.5,40,0.5,12.01923077,deal made,,,No Data,1,2,0
2,Kitsons,44,Furnishing/Household,https://kitsons.in/,2010,3,0,Middle,Hyderabad,Telangana,,,No,,No,funded,No,10,0,No Offer,0,0,0,0,No,No,0,10,100,0,0,no deal,,,No Data,3,0,0
2,Londonbubble,44,Food,https://londonbubbleco.com/,,2,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,5,1,Accepted,15,0,0,1,No,No,0,0.75,15,0.75,5,deal made,,,No Data,2,0,0
2,Singhstyled,45,Beauty/Fashion,https://www.singhstyled.com/,2019,2,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,5,1,Accepted,10,0,0,1,yes,No,0,0.5,10,0.5,5,deal made,,0.075,Monthly Only,2,0,0
2,Theplatedproject,46,Services,https://www.theplatedproject.com/,,1,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,2,1,Accepted,3.75,0,0,3,No,No,0,0.75,37.5,0.75,20,deal made,,,No Data,1,0,0
2,Vsnapu,46,Services,https://www.vsnapu.com/,2017,4,0,Middle,Goa,Goa,,,No,,No,funded,No,1.5,0,No Offer,0,0,0,0,No,No,0,0.5,33.33333333,0,0,no deal,,0.15,Monthly Only,4,0,0
2,Brevistay,47,Services,https://www.brevistay.com/,2016,5,0,Young,"Dehradun,Nainital,Lucknow","Uttarakhand,Uttar Pradesh",,,No,,No,funded,No,1.66,0,No Offer,0,0,0,0,No,No,0,1,60.24096386,0,0,no deal,,0.42,Monthly Only,5,0,0
2,Soulup,47,Services,https://www.soulup.in/,,2,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,3,1,Accepted,5,0,0,1,No,No,0,0.5,16.66666667,0.5,10,deal made,,,No Data,0,2,0
2,Samenotification,48,Technology/Software,,,1,0,Middle,"Ahmedabad,Mirzapur","Gujarat,Uttar Pradesh",,,No,,No,funded,No,15,0,No Offer,0,0,0,0,No,No,0,0.25,1.666666667,0,0,no deal,,,No Data,1,0,0
2,Bottomlinesprays,48,Furnishing/Household,https://bottomlinesprays.com/,,2,1,Middle,Ahmedabad,Gujarat,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.35,7,0,0,no deal,,0.02,Monthly Only,1,1,0
2,Forevermodest,49,Beauty/Fashion,https://forevermodest.shop/,2021,1,0,Young,Aurangabad,Maharashtra,,,No,,No,funded,No,10,1,Accepted,20,0,0,4,No,No,0,0.2,2,0.2,1,deal made,,0.042,Monthly Only,0,1,0
2,Sahayatha,49,Medical/Health,https://dhanvantribiomedical.com/,2022,1,0,Young,Coimbatore,Tamil Nadu,,,No,,yes,funded,No,10,1,Accepted,10,0,0,5,No,No,0,1,10,1,10,deal made,,,No Data,0,1,0
2,Wickedgud,49,Food,https://wickedgud.com/,2021,3,0,Middle,Mumbai,Maharashtra,,,Yes,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.5,50,0,0,no deal,,,No Data,3,0,0
2,Mybyk,50,Vehicles/Electrical Vehicles,https://mybyk.in/,,1,0,Middle,Ahmedabad,Gujarat,,,Yes,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,2,200,0,0,no deal,,,No Data,1,0,0
2,Godesi,51,Food,https://godesi.in/,,2,0,Middle,Bangalore,Karnataka,,,Yes,,No,funded,No,0.5,1,Rejected,0,0,0,0,No,No,0,0.9,180,0,0,no deal,,2.7,Monthly Only,1,1,0
2,Zenonco,0,Medical/Health,https://zenonco.io/,,2,0,Middle,Jodhpur,Rajasthan,,,Yes,,No,funded,No,1,1,Rejected,0,0,0,0,No,No,0,1,100,0,0,no deal,,0.21,Monthly Only,1,1,0
3,Wtfgyms,2,Services,https://wtfup.me/,2021,2,1,Middle,Noida,Uttar Pradesh,,,No,,No,funded,No,2,0,No Offer,0,0,0,0,No,No,0,1,50,0,0,no deal,,0.65,Monthly Only,1,1,0
3,Homversity,3,Technology/Software,https://www.homversity.com/,2022,1,0,Young,Ahmedabad,Gujarat,,,Yes,,No,funded,No,2,0,No Offer,0,0,0,0,No,No,0,0.65,32.5,0,0,no deal,,1,Monthly Only,1,0,0
3,80Wash,4,Manufacturing,https://80wash.com/,2021,3,0,Middle,Chandigarh,Punjab,,,No,,yes,funded,No,2.5,0,No Offer,0,0,0,0,No,No,0,1,40,0,0,no deal,,,No Data,3,0,0
3,Wyldcard,8,Technology/Software,https://www.getwyld.in/,2023,3,0,Middle,Mumbai,Maharashtra,,,Yes,,No,funded,No,0.5,1,Accepted,1.5,0,0,1,No,No,0,0.5,100,0.75,50,deal made,,,No Data,3,0,0
3,Upliance.Ai,8,Furnishing/Household,upliance.ai,2021,2,0,Middle,Bangalore,Karnataka,,,Yes,,yes,funded,No,1,1,Rejected,0,0,0,0,No,No,0,1,100,0,0,no deal,,,No Data,2,0,0
3,Aicars,9,Vehicles/Electrical Vehicles,https://aicars.in/,2021,1,0,Young,Yavatmal,Maharashtra,,,No,,No,funded,No,4,0,No Offer,0,0,0,0,No,No,0,2,50,0,0,no deal,,,No Data,1,0,0
3,Rooftopapp,9,Technology/Software,https://rooftopapp.com/,2019,1,0,Middle,Mumbai,Maharashtra,,,Yes,,No,funded,No,4,0,No Offer,0,0,0,0,No,No,0,2,50,0,0,no deal,,,No Data,1,0,0
3,2Ballz,12,Beauty/Fashion,https://2ballz.com/,2023,3,0,Middle,Indore,Madhya Pradesh,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.3,6,0,0,no deal,,1.64,Monthly Only,3,0,0
3,Walk,14,Medical/Health,https://www.lifesparktech.com/,2018,1,0,Young,Mumbai,Maharashtra,,,No,,yes,funded,No,1.5,1,Accepted,2.3,0,0,2,No,No,0,0.5,33.33333333,0.5,21.73913043,deal made,,,No Data,1,0,0
3,Without,16,Beauty/Fashion,https://without.live,2020,1,0,Middle,Pune,Maharashtra,,,No,,yes,funded,No,1,1,Accepted,3,0,0,2,No,No,0,0.75,75,0.75,25,deal made,,,No Data,1,0,0
3,Hyperlab,18,Sports,https://www.hyperlab.life/,2023,3,0,Young,Ahmedabad,Gujarat,,,No,,yes,funded,No,1,1,Accepted,1,0,0,1,No,No,0,0.1,10,0.25,25,deal made,,,No Data,3,0,0
3,Orbo,20,Technology/Software,https://www.orbo.ai/,2019,3,0,Middle,Mumbai,Maharashtra,,,Yes,,No,funded,No,0.75,1,Accepted,1,0,0,1,yes,No,0,1,133.3333333,1,100,deal made,,0.18,Monthly Only,3,0,0
3,Therageroom,23,Services,https://rageroom.in/,2022,1,0,Middle,Hyderabad,Telangana,,,No,,No,funded,No,30,0,No Offer,0,0,0,0,No,No,0,0.2,0.666666667,0,0,no deal,,,No Data,1,0,0
3,Aastey,23,Beauty/Fashion,https://aastey.com/,2021,2,0,Middle,"Delhi,Mumbai","Delhi,Maharashtra",,,No,,No,funded,No,2,0,No Offer,0,0,0,0,No,No,0,0.8,40,0,0,no deal,,1.5,Monthly Only,0,2,0
3,Matri,24,Medical/Health,https://getmatri.com/,,2,0,Middle,Kolkata,West Bengal,,,No,,yes,funded,No,4,1,Accepted,4,0,0,2,No,No,0,0.6,15,0.6,15,deal made,,,No Data,2,0,0
3,Tohands,25,Technology/Software,https://smart.tohands.in/,2023,3,0,Young,"Erode,Kanpur","Tamil Nadu,Uttar Pradesh",,,No,,No,funded,No,1,1,Accepted,2,0,0,2,No,No,0,0.55,55,0.6,30,deal made,,,No Data,3,0,0
3,Plusgold,25,Technology/Software,https://plusgold.in/,,2,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,1,1,Accepted,1.5,0,0,1,No,No,0,0.6,60,0.6,40,deal made,,,No Data,2,0,0
3,Polishmepretty,27,Beauty/Fashion,https://www.polishmepretty.in/,2022,1,0,Young,Pune,Maharashtra,,,No,,No,funded,No,25,1,Accepted,25,0,0,1,No,No,0,0.25,1,0.25,1,deal made,,,No Data,0,1,0
3,Cervicheck,29,Medical/Health,https://pragmatech.co.in/cervicheck/,2019,2,1,Middle,Vadodara,Gujarat,,,No,,yes,funded,No,1.5,1,Accepted,5,0,0,1,No,No,0,0.75,50,0.75,15,deal made,,,No Data,1,1,0
3,Chaltefirtemangalkaryalay,30,Services,,2023,3,1,Middle,Latur,Maharashtra,,,No,,No,funded,No,10,0,No Offer,0,0,0,0,No,No,0,2,20,0,0,no deal,,,No Data,2,1,0
3,Modelverse,31,Technology/Software,https://www.modelverse.in/,2023,1,0,Young,Kozhikode,Kerala,,,No,,No,funded,No,10,1,Accepted,10,0,0,3,No,No,0,0.25,2.5,0.25,2.5,deal made,,,No Data,1,0,0
3,Vikrantbikes,31,Vehicles/Electrical Vehicles,https://vikrantsubhashpawar.website3.me/,,1,0,Young,Satara,Maharashtra,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.3,6,0,0,no deal,,,No Data,1,0,0
3,Mepack,32,Services,https://www.mepackfitness.com/,2023,2,0,Young,Delhi,Delhi,,,No,,No,funded,No,10,1,Accepted,10,0,0,2,yes,No,0,0.07,0.7,0.07,0.7,deal made,,,No Data,2,0,0
3,Vobble,33,Education,https://www.vobble.fun/,2023,2,0,Middle,Bangalore,Karnataka,,,No,,yes,funded,No,1.5,1,Accepted,2,0,0,1,No,No,0,0.25,16.66666667,0.25,12.5,deal made,,,No Data,0,2,0
3,Dharaksha,39,Manufacturing,https://www.dharaksha.com/,2020,2,0,Middle,Faridabad,Haryana,,,No,,No,funded,No,1,1,Accepted,1,0,0,5,No,No,0,0.000125,0.0125,0.000125,0.0125,deal made,,,No Data,2,0,0
3,Maplepods,41,Services,https://www.maplepods.com/,2021,1,0,Middle,Delhi,Delhi,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,1.5,30,0,0,no deal,,,No Data,1,0,0
3,Roadpilot,50,Technology/Software,https://roadpilot.co.in/,2021,2,,Middle,Lucknow,Uttar Pradesh,,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.8,16,0,0,no deal,,,No Data,1,1,0
3,Smartmop,51,Furnishing/Household,https://www.smartmop.in/,2022,2,0,Young,Mysuru,Karnataka,,,No,,yes,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.15,15,0,0,no deal,,,No Data,2,0,0
3,$Krishnarama,51,Entertainment,,2023,2,0,Middle,Hyderabad,Telangana,,,No,,No,funded,No,30,0,No Offer,0,0,0,0,No,No,0,2,6.666666667,0,0,no deal,,,No Data,2,0,0
4,Indulge,1,Technology/Software,https://indulge.global/,,2,0,Middle,Goa,Goa,,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.5,50,0,0,no deal,,0.3,Monthly Only,1,1,0
4,Culturecircle,2,Beauty/Fashion,https://www.culture-circle.com/,2023,2,0,Young,Gurugram,Haryana,,,No,,No,funded,No,0.5,1,Accepted,3,0,0,2,No,No,0,1.2,240,3,100,deal made,,0.44,Monthly Only,2,0,0
4,Nexerahealth,2,Medical/Health,https://nexera.health/,2024,1,0,Young,Jaipur,Rajasthan,,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.75,75,0,0,no deal,,,No Data,1,0,0
4,Innergize,5,Medical/Health,https://getinnergize.com/,,3,0,Middle,Delhi,Delhi,,,No,,yes,funded,No,1.5,1,Accepted,4.2,0,0,3,No,No,0,0.54,36,1,23.80952381,deal made,,,No Data,2,1,0
4,Neosapien,6,Technology/Software,https://neosapien.xyz/,2024,2,0,Young,"Gwalior,Indore",Madhya Pradesh,,,No,,No,funded,No,2.5,1,Accepted,4,0,0,1,No,No,0,0.8,32,0.8,20,deal made,,,No Data,2,0,0
4,Mudgarclub,7,Sports,https://www.mudgarclub.com/,2023,2,0,Middle,,Haryana,,,No,,No,funded,No,10,1,Accepted,12.5,0,0,1,No,No,0,0.5,5,0.5,4,deal made,,0.1,Monthly Only,2,0,0
4,Beastlife,8,Medical/Health,https://beastlife.in/,2024,2,0,Middle,"Kanpur,Lucknow",Uttar Pradesh,,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,1,100,0,0,no deal,,0.23,Monthly Only,2,0,0
4,Projectclay,10,Education,https://www.projectclay.com/,,2,0,Young,Goa,Goa,,,No,,No,funded,No,10,1,Accepted,10,0,0,1,No,No,0,0.15,1.5,0.15,1.5,deal made,,,No Data,1,1,0
4,Denibikes,10,Vehicles/Electrical Vehicles,,,1,0,Young,Pune,Maharashtra,,,No,,No,funded,No,10,0,No Offer,0,0,0,0,No,No,0,0.3,3,0,0,no deal,,,No Data,1,0,0
1,Kineer,0,Food,https://www.kineerblessed.com/,2018,2,0,Middle,Pune,Maharashtra,,,No,,No,funded,No,10,0,No Offer,0,0,0,0,No,No,0,1,10,0,0,no deal,,0.02,Monthly Only,1,0,1
1,Glii,0,Services,https://www.glii.in/,2021,4,0,Middle,Noida,Uttar Pradesh,,,No,,No,funded,No,4,0,No Offer,0,0,0,0,No,No,0,0.4,10,0,0,no deal,,,No Data,3,0,1
3,Houseofbeautyindia,22,Beauty/Fashion,https://houseofbeautyindia.com/,2021,1,0,Middle,Delhi,Delhi,,,No,,No,yes,No,5,0,No Offer,0,0,0,0,No,No,0,1.5,30,0,0,no deal,,0.4,Monthly Only,0,1,0
3,Myracle.Io,37,Technology/Software,https://www.myracle.io/,2021,1,0,Middle,Mumbai,Maharashtra,,,No,,No,yes,No,3,0,No Offer,0,0,0,0,No,No,0,1.2,40,0,0,no deal,,,No Data,1,0,0
3,Aikavach/Panoplia,5,Technology/Software,https://kavach.co.in/,2023,1,0,Middle,Hyderabad,Telangana,,,No,,yes,funded,No,1.25,1,Accepted,2.5,0,0,2,yes,No,2.5,0.5,40,1,40,deal made,,,No Data,0,1,0
1,Nocd,3,Food,https://www.jouleshealth.com/,2019,2,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,2,1,Accepted,15,30,0,1,yes,No,0,0.5,25,0.2,1.33,deal made,,0.2,Monthly Only,2,0,0
1,Pntrobotics,15,Technology/Software,https://pntsolutions.in/,2021,2,0,Young,Mumbai,Maharashtra,,,No,,No,funded,No,4,1,Accepted,25,25,0,1,yes,No,0,0.5,12.5,0.25,1,deal made,,,No Data,2,0,0
1,Otua,18,Vehicles/Electrical Vehicles,https://www.danderaelectric.com/,2018,2,0,Middle,Gurgaon,Haryana,,,No,,No,funded,No,1,1,Accepted,1,99,12,1,No,No,0,1,100,0.01,1,deal made,,,No Data,2,0,0
1,Sid07Designs,21,Hardware,https://sid07designs.com/,2018,1,0,Young,Jammu,Jammu & Kashmir,,,No,,yes,funded,No,10,1,Accepted,75,22,0,1,No,No,0,0.47,4.7,0.25,0.33,deal made,,0.01,Monthly Only,1,0,0
2,Watchoutwearables,2,Electronics,https://www.watchoutwearables.com/,2021,2,0,Young,Thane,Maharashtra,,,No,,No,funded,No,5,1,Accepted,10,100,0,2,No,No,0,2,40,1,10,deal made,,0.25,Monthly Only,2,0,0
2,Stage,3,Entertainment,https://www.stage.in/,,3,0,Young,"Bhiwani,Barnagar","Haryana,Madhya Pradesh",,,No,,No,funded,No,1,1,Accepted,0.6,150,0,3,No,No,0,3,300,1.5,250,deal made,,,No Data,3,0,0
2,Ayusynk,7,Medical/Health,https://www.ayudevices.com/,,3,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,1.5,1,Accepted,3.5,50,10,1,No,No,0,1,66.66666667,0.5,14.28571429,deal made,,,No Data,3,0,0
2,Freebowler,10,Sports,https://freebowler.com/,,2,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,7.5,1,Accepted,7.5,50,10,1,No,No,0,0.75,10,0.25,3.333333333,deal made,,,No Data,2,0,0
2,Dailydump,11,Manufacturing,https://www.dailydump.org/,2006,2,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,4,1,Accepted,4,50,10,1,No,No,0,0.8,20,0.3,7.5,deal made,,,No Data,1,1,0
2,Vsmani,16,Food,https://vsmani.com/,2020,3,0,Middle,Bangalore,Karnataka,,,Yes,,No,funded,No,1.5,1,Accepted,1,41,10,1,No,No,0,0.6,40,0.19,19,deal made,,0.63,Monthly Only,3,0,0
2,Ubreathe,32,Manufacturing,https://www.ubreathe.in/,,2,0,Middle,Gurgaon,Haryana,,,No,,No,funded,No,7.5,1,Accepted,5,100,10,1,No,No,0,1.5,20,0.5,10,deal made,,,No Data,2,0,0
2,Imumz,33,Medical/Health,https://www.imumz.com/,2020,3,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,1,1,Accepted,1,60,10,1,No,No,0,0.7,70,0.1,10,deal made,,,No Data,2,1,0
2,Subhag,45,Medical/Health,https://subhag.in/,,3,0,Middle,"Jhumri Telaiya,Raipur","Jharkhand,Chhattisgarh",,,No,,yes,funded,No,1,1,Accepted,1,30,10,1,No,No,0,0.5,50,0.2,20,deal made,,0,Monthly Only,3,0,0
2,Maisha,49,Beauty/Fashion,https://maishalifestyle.com/,2018,3,0,Middle,Ahmedabad,Gujarat,,,No,,No,funded,No,3,1,Accepted,1,65,18,1,No,No,0,0.75,25,0.1,10,deal made,,,No Data,2,1,0
2,Tac,51,Beauty/Fashion,https://theayurvedaco.com/,,2,1,Middle,Mumbai,Maharashtra,,,Yes,,No,funded,No,0.5,1,Accepted,1,69,12,2,No,No,0,1.5,300,0.81,81,deal made,,,No Data,1,1,0
3,Rodbez,3,Vehicles/Electrical Vehicles,https://rodbez.in/,2022,2,0,Middle,Saharsa,Bihar,,,Yes,,No,funded,No,5,1,Accepted,5,30,12,2,No,No,0,0.5,10,0.2,4,deal made,,0.06,Monthly Only,2,0,0
3,Rockpaperrum,39,Liquor/Beverages,https://www.rockpaperrum.com/,2022,1,0,Middle,Mumbai,Maharashtra,,,Yes,,No,funded,No,2,1,Accepted,1,30,10,1,No,No,0,0.5,25,0.2,20,deal made,,,No Data,1,0,0
3,Nemaai,41,Technology/Software,https://nemaai.com/,2023,1,0,Middle,Delhi,Delhi,,,No,,No,funded,No,5,1,Accepted,8,40,10,2,No,No,0,0.8,16,0.4,5,deal made,,0.003,Monthly Only,0,1,0
3,Kaabilkids,42,Technology/Software,https://kaabilkids.com/,2019,3,0,Middle,Noida,Uttar Pradesh,,,Yes,,No,funded,No,2,1,Accepted,2.5,20,12,2,No,No,0,0.7,35,0.5,20,deal made,,0.29,Monthly Only,2,1,0
1,Arrcoatsurfacetextures,11,Manufacturing,https://www.arrcoat.com/,2019,3,0,Middle,Delhi,Delhi,,20,No,,No,funded,No,5,1,Accepted,15,0,0,1,yes,No,0,0.5,10,0.5,3.33,deal made,,0.06,Monthly Only,3,0,0
2,Twistingscoops,40,Food,https://twistingscoops.com/,,2,0,Young,Delhi,Delhi,,40,No,,No,funded,No,2.5,1,Rejected,0,0,0,0,No,No,0,1,40,0,0,no deal,,,No Data,2,0,0
4,Nooe,3,Technology/Software,https://nooe.co/,2022,2,0,Middle,"Delhi,Pune","Delhi,Maharashtra",,40,Yes,,No,funded,No,1,1,Accepted,51,0,0,1,yes,No,0,0.5,50,5,9.803921569,deal made,,0.5,Monthly Only,1,1,0
1,Jhajiachaar,4,Food,https://www.jhajistore.com/,2021,2,0,Old,Darbhanga,Bihar,18,,No,,No,funded,No,10,1,Accepted,5.62,0,0,2,No,No,0,0.5,5,0.566,10.07,deal made,,0.05,Monthly Only,0,2,0
1,Kabirahandmad,9,Food,https://www.kabirafoods.com/,1998,2,1,Middle,Jaipur,Rajasthan,3,1,No,,No,funded,No,5,1,Rejected,0,0,0,0,No,No,0,1,20,0,0,no deal,,1.6,Monthly Only,1,1,0
1,Nuutjob,10,Beauty/Fashion,https://nuutjob.com/,2021,2,0,Young,Ahmedabad,Gujarat,70,,No,,No,funded,No,5,1,Accepted,20,0,0,3,No,No,0,0.25,5,0.25,1.25,deal made,,2.0E-05,Monthly Only,0,2,0
1,Farda,11,Beauty/Fashion,https://fardaclothing.com/,2021,2,0,Young,Nagpur,Maharashtra,115,,No,,No,funded,No,10,1,Accepted,20,0,0,2,No,No,0,0.3,3,0.3,1.5,deal made,,0.0032,Monthly Only,1,1,0
1,Hairoriginals,22,Beauty/Fashion,https://www.hairoriginals.in/,2019,3,0,Middle,Gurgaon,Haryana,62,,No,,No,funded,No,2,1,Accepted,4,0,0,3,No,No,0,0.6,30,0.6,15,deal made,,0.55,Monthly Only,3,0,0
1,Poo-De-Cologne,22,Beauty/Fashion,https://www.poodecologne.com/,2021,1,0,Middle,Mumbai,Maharashtra,150,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.75,15,0,0,no deal,,0.0075,Monthly Only,0,1,0
1,Falhari,22,Food,https://falhari.com/,2015,3,0,Middle,Gurgaon,Haryana,25,,No,,No,funded,No,2,1,Rejected,0,0,0,0,No,No,0,0.5,25,0,0,no deal,,0.01,Monthly Only,3,0,0
1,Thesassbar,24,Beauty/Fashion,https://www.thesassbar.com/,2019,1,0,Young,Mumbai,Maharashtra,65,55,No,,No,funded,No,8,1,Accepted,35,0,0,2,No,No,0,0.4,5,0.5,1.43,deal made,,0.07,Monthly Only,0,1,0
1,Alpino,25,Food,https://alpino.store/,2016,4,0,Young,Surat,Gujarat,38,,Yes,,No,funded,No,2,1,Rejected,0,0,0,0,No,No,0,1.5,75,0,0,no deal,,,No Data,4,0,0
1,Nomadfoodproject,34,Food,https://nomadfoodproject.com/,2019,2,0,Young,"Delhi,Pune","Delhi,Maharashtra",70,,No,,No,funded,No,10,1,Accepted,20,0,0,4,No,No,0,0.4,4,0.4,2,deal made,,0.03,Monthly Only,2,0,0
